사업장명,소재지전체주소,시군구명,읍면동명,소재지면적,시설총규모,전화번호,위치정보(X),위치정보(Y)
황금바다,서울특별시 동대문구 신설동 98-17번지 (신설길 5) ,동대문구,신설동,69.24,69.24,29251114,202206.3184,452901.894
타임,서울특별시 동대문구 신설동 98-8번지 지하1층 ,동대문구,신설동,96.65,96.65,02921 7278,202320.1308,452936.9392
그린호프,서울특별시 동대문구 용두동 100-5번지 ,동대문구,용두동,49.41,49.41,29699988,202907.8243,452848.3179
요리이야기포차,서울특별시 동대문구 용두동 102-71번지 1층 ,동대문구,용두동,73.5,73.5,29212155,202868.5863,452883.3059
임오네 쭈꾸미 4,서울특별시 동대문구 용두동 112-10번지 2층(용두서길 5) ,동대문구,용두동,124.89,124.89,29235162,202766.7115,453101.617
공간호프,서울특별시 동대문구 용두동 112-13번지 (용두북길9) ,동대문구,용두동,43.55,43.55,29278435,202785.5508,453100.239
보스호프,서울특별시 동대문구 용두동 118-53번지 1층 ,동대문구,용두동,21.16,21.16,263389595,202852.4862,452734.8703
용두맥주,서울특별시 동대문구 용두동 118-82번지 ,동대문구,용두동,29.7,29.7,,202728.7357,452743.4211
용두동쭈꾸미,서울특별시 동대문구 용두동 119-6번지 (용두서길10) ,동대문구,용두동,45.45,45.45,29253127,202744.4731,453064.4492
풀코스,서울특별시 동대문구 용두동 122-27번지 (하정로86) ,동대문구,용두동,23.36,23.36,,202877.5025,452695.0973
또봉이통닭,서울특별시 동대문구 용두동 122-36번지 지상1층 ,동대문구,용두동,39,39,29291131,202839.5142,452663.7817
오키도키,서울특별시 동대문구 용두동 127-10번지 1층 ,동대문구,용두동,79.2,79.2,29299625,202732.9598,452637.2149
봉구비어,서울특별시 동대문구 용두동 127-18번지 ,동대문구,용두동,27.36,27.36,,202755.1174,452688.2163
마당쇠호프,서울특별시 동대문구 용두동 127-19번지 (신동길6) ,동대문구,용두동,25.57,25.57,29250049,202754.6832,452673.0294
(신)쇼추쇼추,서울특별시 동대문구 용두동 127-39번지 (무학로 101) ,동대문구,용두동,65.54,65.54,,202732.2988,452615.4368
멕시카나치킨,서울특별시 동대문구 용두동 129-143번지 ,동대문구,용두동,26,26,,202982.8354,452495.4237
경희수,서울특별시 동대문구 용두동 129-9번지 (풍인길24) ,동대문구,용두동,22.14,22.14,,202757.3746,452412.5963
타임,서울특별시 동대문구 용두동 209-4번지 (한빛길82) ,동대문구,용두동,28,28,29246297,202550.9352,453240.4463
독일,서울특별시 동대문구 용두동 222-2번지 (한빛길68) ,동대문구,용두동,28.08,28.08,,202459.7126,453224.7876
만득이곱창,서울특별시 동대문구 용두동 235-3번지 1층 ,동대문구,용두동,23.1,23.1,,202682.5644,452847.9524
닭스(닭'S),서울특별시 동대문구 용두동 236-1번지 (왕산로190) ,동대문구,용두동,42.97,42.97,29293359,202603.294,453071.5166
청호,서울특별시 동대문구 용두동 24-13번지 (용우물3길3) ,동대문구,용두동,25.8,25.8,29626669,203359.7699,452814.6037
용호프,서울특별시 동대문구 용두동 29-1번지 ,동대문구,용두동,115.7,115.7,,203461.0914,452906.3588
별난호프,서울특별시 동대문구 용두동 38-1번지 1층 ,동대문구,용두동,27.7,27.7,,203325.7706,452792.815
일번지치킨,서울특별시 동대문구 용두동 38-1번지 1층 ,동대문구,용두동,65.28,65.28,,203341.7098,452782.1542
샘물호프,서울특별시 동대문구 용두동 39-335번지 1층 ,동대문구,용두동,25,25,,203868.2086,452892.5713
아리랑,서울특별시 동대문구 용두동 39-355번지 (용우물1길42-1) ,동대문구,용두동,14.04,14.04,,203693.6094,453058.7273
실내포장마차,서울특별시 동대문구 용두동 39-355번지 (용우물1길42-1) ,동대문구,용두동,14,14,29643613,203693.6094,453058.7273
올래올래호프,서울특별시 동대문구 용두동 39-397번지 ,동대문구,용두동,20,20,,203629.6496,453000.9022
황진이 호프,서울특별시 동대문구 용두동 39-397번지 1층 ,동대문구,용두동,20,20,,203629.6496,453000.9022
솔,서울특별시 동대문구 용두동 39-429번지 1층 ,동대문구,용두동,17.55,17.55,29650345,203700.2636,452880.4341
휴식과공간,서울특별시 동대문구 용두동 39-526번지 (목련2길43) ,동대문구,용두동,14.85,14.85,,203682.2548,453028.0104
굽모닝 숯불바베큐,서울특별시 동대문구 용두동 39-569번지 ,동대문구,용두동,66.51,66.51,,203568.5762,452930.2339
이프로,서울특별시 동대문구 용두동 39-734번지 (구청2길14) ,동대문구,용두동,46.16,46.16,29630992,203559.5695,452914.6988
수연,서울특별시 동대문구 용두동 39-83번지 (용우물1길38) ,동대문구,용두동,20.14,20.14,29625990,203649.5049,453019.9284
슈퍼통닭,서울특별시 동대문구 용두동 39-978번지 1층 ,동대문구,용두동,53.08,53.08,,203501.722,452944.8068
제이제이라이브,서울특별시 동대문구 용두동 40-1번지 2층 ,동대문구,용두동,92.26,92.26,,203350.9267,453013.2068
영미중화요리,서울특별시 동대문구 용두동 40-37번지 지상1층 ,동대문구,용두동,34,34,,203352.3459,452971.8733
비에이치씨제기역점,서울특별시 동대문구 용두동 53-6번지 ,동대문구,용두동,65,65,,203228.1901,453053.1339
마늘각시,서울특별시 동대문구 용두동 709-2번지 (왕산로252-3) ,동대문구,용두동,41.64,41.64,209645539,203193.8357,453160.3505
치킨마루,서울특별시 동대문구 용두동 712-68번지 ,동대문구,용두동,76.2,76.2,,203102.9397,453156.5358
스카이호프,서울특별시 동대문구 용두동 727-2번지 ,동대문구,용두동,28.44,28.44,,202569.3527,453620.6122
굽네치킨(용두신설점),서울특별시 동대문구 용두동 732-5번지 자상1층 ,동대문구,용두동,33,33,,202366.0734,453445.899
또바기치킨 (제기역점),서울특별시 동대문구 용두동 790번지 ,동대문구,용두동,41.36,41.36,,203163.2188,453068.9728
네네치킨,서울특별시 동대문구 용두동 790번지 ,동대문구,용두동,50.69,50.69,29223777,203163.2188,453068.9728
지코바,서울특별시 동대문구 용두동 790번지 ,동대문구,용두동,41.44,41.44,,203163.2188,453068.9728
비비큐(BBQ),서울특별시 동대문구 용두동 790번지 롯데캐슬피렌체 107호,동대문구,용두동,61.17,61.17,,203163.2188,453068.9728
호치킨하우스 용두롯데캐슬,"서울특별시 동대문구 용두동 790번지 롯데캐슬피렌체 126,127호",동대문구,용두동,77.08,77.08,,203163.2188,453068.9728
김군네통닭집용두점,서울특별시 동대문구 용두동 794번지 ,동대문구,용두동,44.28,44.28,,202662,452946
오늘숯불바베큐치킨,서울특별시 동대문구 용두동 90-2번지 1층 ,동대문구,용두동,34.8,34.8,,203207.1531,453132.3635
스타호프,서울특별시 동대문구 용두동 9-2번지 한일빌딩 (답십리길 10) ,동대문구,용두동,51.62,51.62,29598472,203801.8787,453207.5856
만남호프,서울특별시 동대문구 용두동 9-8번지 (청과시장길5-1) ,동대문구,용두동,13.2,13.2,,203712.3255,452925.7143
네네치킨신이문점,서울특별시 동대문구 이문동 103-11번지 (한천로 421-1) ,동대문구,이문동,65,65,29668955,205964.6625,455413.2066
또바기 치킨(이문점),서울특별시 동대문구 이문동 108-19번지 ,동대문구,이문동,59.17,48.36,,205964.3526,455446.9413
할매순대국,서울특별시 동대문구 이문동 108-9번지 ,동대문구,이문동,44.8,44.8,29425408,205962.4208,455476.0095
찬&찬 두마리치킨,서울특별시 동대문구 이문동 134-18번지 ,동대문구,이문동,13.2,13.2,29669288,205534.9083,455250.1926
희진,서울특별시 동대문구 이문동 175-19번지 (한천로443) ,동대문구,이문동,27.28,27.28,29603952,205951.0787,455619.1254
자담치킨이문점,서울특별시 동대문구 이문동 176-2번지 ,동대문구,이문동,23.1,23.1,,205952.0373,455590.8304
씨에프(CF)바베큐,서울특별시 동대문구 이문동 183-3번지 (한천로459) ,동대문구,이문동,16.87,16.87,29633392,205948.2759,455764.9035
숙이네포장마차,서울특별시 동대문구 이문동 220-14번지 (신이문길72) ,동대문구,이문동,16,16,29662816,205888.1218,455922.8433
그린호프,서울특별시 동대문구 이문동 220-29번지 ,동대문구,이문동,80.63,80.63,,205872.1307,455923.5207
교촌치킨,서울특별시 동대문구 이문동 237-114번지 (신이문길53) ,동대문구,이문동,33.39,33.39,29630209,205784.9248,455953.8711
굽네치킨 이문점,서울특별시 동대문구 이문동 237-13번지 (신이문길66) ,동대문구,이문동,29.78,29.78,29672827,205847.3904,455921.9634
파라다이스,서울특별시 동대문구 이문동 250-3번지 (이문로202) ,동대문구,이문동,22.64,22.64,29684251,205493.1811,456110.3612
넥스호프치킨,서울특별시 동대문구 이문동 251-7번지 ,동대문구,이문동,29.55,29.55,29684340,205462.5984,456105.4303
푸른바다,서울특별시 동대문구 이문동 251-7번지 (이문로201) ,동대문구,이문동,19.38,19.38,29698586,205462.5984,456105.4303
비에이치씨치킨(BHC치킨),서울특별시 동대문구 이문동 255-153번지 ,동대문구,이문동,27,27,,205528.5744,455689.9009
또래오래이문점,서울특별시 동대문구 이문동 255-175번지 (이문새롬길4) ,동대문구,이문동,24.14,24.14,29571224,205512.9789,455690.2858
헤라,서울특별시 동대문구 이문동 255-181번지 1층 ,동대문구,이문동,19.4,19.4,,205504.9318,455646.0599
배달돼지이문점,서울특별시 동대문구 이문동 255-226번지 ,동대문구,이문동,23.1,23.1,,205542.7607,455951.5346
헝그리박스,서울특별시 동대문구 이문동 255-23번지 ,동대문구,이문동,30,30,,205463.3049,456033.6016
땡큐맘치킨,서울특별시 동대문구 이문동 255-282번지 1층 ,동대문구,이문동,125.4,125.4,02   9628292,205500.0615,455919.0911
해뜰날,서울특별시 동대문구 이문동 255-36번지 (예술길155) ,동대문구,이문동,16.2,16.2,29596883,205453.2927,455930.7234
우리동네착한곱창가게,서울특별시 동대문구 이문동 255-380번지 ,동대문구,이문동,16.5,16.5,,205464.1469,456044.2352
밤푸스치킨,서울특별시 동대문구 이문동 255-393번지 ,동대문구,이문동,14.49,14.49,209594416,205564.1777,455949.0133
잔비어스,서울특별시 동대문구 이문동 255-40번지 ,동대문구,이문동,34.71,34.71,,205467.8278,455918.543
카페7080,서울특별시 동대문구 이문동 255-7번지 (이문로181) ,동대문구,이문동,11.66,11.66,29599124,205463.8205,455925.5168
야화,서울특별시 동대문구 이문동 255-7번지 (이문로181) ,동대문구,이문동,18.59,18.59,29691829,205463.8205,455925.5168
이화,서울특별시 동대문구 이문동 255-7번지 (이문로181) ,동대문구,이문동,28.41,28.41,29571885,205463.8205,455925.5168
무한리필고기굼터,서울특별시 동대문구 이문동 256-26번지 ,동대문구,이문동,75.36,75.36,,205460.6584,455957.2162
명성,서울특별시 동대문구 이문동 257-16번지 ,동대문구,이문동,15.75,15.75,02 9681378,205456.3297,455613.7181
태양,서울특별시 동대문구 이문동 257-16번지 (이문로151) ,동대문구,이문동,14.85,14.85,,205456.3297,455613.7181
들국화,서울특별시 동대문구 이문동 257-16번지 (이문로151) ,동대문구,이문동,10.38,10.38,02 9679193,205456.3297,455613.7181
여로,서울특별시 동대문구 이문동 257-282번지 (이문로149) ,동대문구,이문동,16.53,16.53,29596229,205455.8455,455597.2986
목련,서울특별시 동대문구 이문동 257-282번지 (이문로149) ,동대문구,이문동,21,21,02 9671820,205455.8455,455597.2986
초코렛,서울특별시 동대문구 이문동 257-323번지 ,동대문구,이문동,16.38,16.38,02 9642157,205468.5371,455843.4016
폴라리스호프,서울특별시 동대문구 이문동 257-326번지 ,동대문구,이문동,20.88,20.88,,205466.3451,455832.547
핑크,서울특별시 동대문구 이문동 257-327번지 ,동대문구,이문동,12.64,12.64,02 9654494,205468.7091,455820.4699
바니치킨,서울특별시 동대문구 이문동 257-354번지 1층 ,동대문구,이문동,26.04,26.04,29648360,205461.0375,455686.3557
보라빛,서울특별시 동대문구 이문동 257-443번지 (이문로157) ,동대문구,이문동,10.54,10.54,29599508,205460.048,455669.4726
멕시카나,서울특별시 동대문구 이문동 264-14번지 (이문한길16) ,동대문구,이문동,21.4,21.4,29667688,205282.0911,455400.9362
마루기,서울특별시 동대문구 이문동 287-18번지 (이문로 104-9) ,동대문구,이문동,64.64,64.64,29673728,205348.4979,455104.8946
컵짱,서울특별시 동대문구 이문동 287-36번지 ,동대문구,이문동,16.28,16.28,02 9429511,205279.7637,455099.036
지구정복을꿈꾸는고양이,서울특별시 동대문구 이문동 287-39번지 (지하1층) ,동대문구,이문동,105.71,105.71,,205355.9018,455093.345
술이야,서울특별시 동대문구 이문동 287-50번지 지하1층 ,동대문구,이문동,60,60,29667622,205333.3483,455121.8994
봉쥬비어,서울특별시 동대문구 이문동 288-13번지 2층 ,동대문구,이문동,77.22,77.22,,205356.7959,455209.3372
OLD CRAFT HOUSE(올드 크래프트 하우스),서울특별시 동대문구 이문동 288-25번지 ,동대문구,이문동,81.85,81.85,7075825076,205368.4889,455201.1662
버담소리,서울특별시 동대문구 이문동 288-30번지 (문일길16) ,동대문구,이문동,34.57,34.57,29594550,205404.6553,455246.1397
듀크,서울특별시 동대문구 이문동 288-36번지 ,동대문구,이문동,90.68,90.68,02 9598672,205397.4054,455205.3463
린첸즈키친,서울특별시 동대문구 이문동 288-40번지 ,동대문구,이문동,72.8,72.8,,205384.8438,455144.0847
취향저격,서울특별시 동대문구 이문동 288-42번지 ,동대문구,이문동,99.55,99.55,02 9697733,205372.8359,455121.3995
노리터,서울특별시 동대문구 이문동 288-43번지 ,동대문구,이문동,70,70,264093800,205365.4159,455108.5394
신통일부대찌개,서울특별시 동대문구 이문동 288-55번지 ,동대문구,이문동,57,57,29672384,205337.111,455137.6028
지아이지(GIG),서울특별시 동대문구 이문동 288-61번지 ,동대문구,이문동,77.33,77.33,02 9650389,205336.0832,455169.8995
달콤한2층,서울특별시 동대문구 이문동 288-61번지 ,동대문구,이문동,50.84,50.84,29573076,205336.0832,455169.8995
플러스,서울특별시 동대문구 이문동 288-79번지 2층 ,동대문구,이문동,63.23,63.23,29643294,205418.4185,455205.8178
마미스치킨,서울특별시 동대문구 이문동 288-7번지 (이문로116) ,동대문구,이문동,35,35,29599292,205370.4531,455269.5355
비스마르크,서울특별시 동대문구 이문동 289-1번지 ,동대문구,이문동,97.91,97.91,02 9650211,205443.6932,455181.1233
썬더치킨,서울특별시 동대문구 이문동 291-90번지 (이문한길3) ,동대문구,이문동,29.1,29.1,29699186,205354.9384,455334.4607
바보스 외대점,서울특별시 동대문구 이문동 292-10번지 웰츠타워 1층 F-16호,동대문구,이문동,40,40,,205463.9499,455436.1149
옹골진치킨,서울특별시 동대문구 이문동 292-194번지 ,동대문구,이문동,19.83,19.83,29624576,205417.031,455247.1344
너와,서울특별시 동대문구 이문동 295-1번지 ,동대문구,이문동,35,35,29692029,205514.5061,455225.3552
투마리치킨외대점,서울특별시 동대문구 이문동 296번지 1층 ,동대문구,이문동,23,23,,205518.3918,455278.6455
치킨플러스외대점,서울특별시 동대문구 이문동 304-20번지 ,동대문구,이문동,82.5,82.5,,205518.8434,455120.9331
짝태앤노가리외대점,서울특별시 동대문구 이문동 304-20번지 ,동대문구,이문동,90.28,90.28,,205518.8434,455120.9331
하늘사랑,서울특별시 동대문구 이문동 304-27번지 ,동대문구,이문동,42.75,42.75,02  957 9517,205540.7707,455102.0544
역전숯불바베큐,서울특별시 동대문구 이문동 305-140번지 ,동대문구,이문동,29.7,29.7,29678351,205489.5685,455097.6428
볼텍스,서울특별시 동대문구 이문동 305-61번지 (휘경로 14) ,동대문구,이문동,69.63,69.63,29657255,205434.1738,455127.9512
내가찜한닭 외대점,서울특별시 동대문구 이문동 305-65번지 ,동대문구,이문동,96.14,96.14,209646659,205477.1312,455104.6636
투다리,서울특별시 동대문구 이문동 305-6번지 지상2층 ,동대문구,이문동,109.2,109.2,260130222,205381.4781,455094.7155
맛닭꼬외대점,서울특별시 동대문구 이문동 305-73번지 1층 ,동대문구,이문동,77.88,77.88,29657302,205404.1735,455132.7054
일락,서울특별시 동대문구 이문동 305-73번지 2층 ,동대문구,이문동,78,78,,205404.1735,455132.7054
한잔어때,서울특별시 동대문구 이문동 305-75번지 ,동대문구,이문동,62.2,62.2,29654076,205409.4169,455112.0935
라이브 모모 외대점,서울특별시 동대문구 이문동 306-4번지 지하1층(휘경로 26) ,동대문구,이문동,113.6,113.6,02 9603012,205522.8167,455074.4972
살롱드팝,서울특별시 동대문구 이문동 317-10번지 1층 ,동대문구,이문동,61.11,61.11,29669997,205323.0501,454983.341
미스사이공외대점,서울특별시 동대문구 이문동 325-12번지 ,동대문구,이문동,61,61,209649125,205299.3273,455014.2325
bhc치킨 회기점,서울특별시 동대문구 이문동 325-48번지 ,동대문구,이문동,30,30,02 9598892,205298.0164,454982.3092
오븐마루,서울특별시 동대문구 이문동 326-5번지 1층 ,동대문구,이문동,33.6,33.6,29663022,205266.8782,455057.8541
처갓집양념치킨,서울특별시 동대문구 이문동 339-1번지 ,동대문구,이문동,59.4,59.4,29697058,204988.8957,454653.2793
굽네치킨(이문2호점),서울특별시 동대문구 이문동 345-7번지 ,동대문구,이문동,20,20,29669294,205072.4559,454824.215
대호호프,서울특별시 동대문구 이문동 358-3번지 ,동대문구,이문동,44.16,44.16,232953428,205526.4422,456119.2901
옛날통닭,서울특별시 동대문구 이문동 363-17번지 ,동대문구,이문동,6.6,6.6,,205443.074,455187.8142
아리아치킨,서울특별시 동대문구 이문동 45번지 이화교길63 ,동대문구,이문동,45,45,29694599,206209.916,456011.511
치킨마루 이문쌍용점,서울특별시 동대문구 이문동 64번지 쌍용아파트 상가동 106호,동대문구,이문동,25,25,,206154.2482,455751.5307
슈퍼통닭,서울특별시 동대문구 이문동 78-42번지 ,동대문구,이문동,39.6,39.6,02 9650111,205627.591,455053.8113
(구)알쏭달쏭맛집,서울특별시 동대문구 이문동 82-1번지 ,동대문구,이문동,42.82,42.82,7076779439,205609.045,455119.6999
야미또치킨,서울특별시 동대문구 이문동 85-24번지 (외대역동길15) ,동대문구,이문동,35,35,29632072,205722.5397,455096.4105
호식이두마리,서울특별시 동대문구 이문동 86-24번지 지상1층 ,동대문구,이문동,23.1,23.1,,205812.2807,455124.6269
와와포차,서울특별시 동대문구 이문동 86-30번지 ,동대문구,이문동,30,30,,205793.8077,455121.1038
치킨파트너,서울특별시 동대문구 이문동 88-33번지 (이경5길9) ,동대문구,이문동,24.57,24.57,,205921.8518,455238.286
에스(S),서울특별시 동대문구 장안동 100-8번지 ,동대문구,장안동,87.67,87.67,,206156.3635,453265.4609
일등호프,서울특별시 동대문구 장안동 102-7번지 ,동대문구,장안동,31.86,31.86,,206183.3955,453166.11
나루터,서울특별시 동대문구 장안동 103-1번지 (사가정길222) ,동대문구,장안동,26.4,26.4,,206152.9094,453223.92
비어스토리,서울특별시 동대문구 장안동 103-1번지 1층 ,동대문구,장안동,30,30,,206152.9094,453223.92
옛날가마솥통닭,서울특별시 동대문구 장안동 104-7번지 ,동대문구,장안동,15.5,15.5,,206179.6873,453133.019
다정식당,서울특별시 동대문구 장안동 106-20번지 (한천로208) ,동대문구,장안동,26.86,26.86,222172394,206061.0726,453317.3901
치킨짱,서울특별시 동대문구 장안동 108-6번지 ,동대문구,장안동,29.8,29.8,,206061.5818,453187.9054
불난떡볶이앤옛날통닭,서울특별시 동대문구 장안동 108-6번지 ,동대문구,장안동,29.7,29.7,,206061.5818,453187.9054
삼남매보리밥,서울특별시 동대문구 장안동 113-2번지 1층 ,동대문구,장안동,66.11,66.11,,205981.5562,453121.1406
다모아호프,서울특별시 동대문구 장안동 118-40번지 (한천로184) ,동대문구,장안동,34.34,34.34,222470534,206025.2938,453085.5501
노가리,서울특별시 동대문구 장안동 118-41번지 ,동대문구,장안동,39,39,,206021.02,453064.8823
짱노가리,서울특별시 동대문구 장안동 118-41번지 ,동대문구,장안동,39,39,,206021.02,453064.8823
연호프,서울특별시 동대문구 장안동 119-18번지 (한천로174) ,동대문구,장안동,26.44,26.44,,206000.9223,452993.4701
황도식당,서울특별시 동대문구 장안동 122-26번지 (은천길 22) ,동대문구,장안동,75.9,75.9,,206137.9172,452905.1218
시티칸,서울특별시 동대문구 장안동 124-10번지 1층 ,동대문구,장안동,50,50,222134632,206051.5938,452924.7136
전이랑술이랑,서울특별시 동대문구 장안동 124-11번지 (은천길 30) ,동대문구,장안동,50.1,50.1,,206062.2812,452922.9407
오렌지치맥홀,서울특별시 동대문구 장안동 124-12번지 ,동대문구,장안동,58.69,58.69,,206075.0207,452918.7394
가고파식당,서울특별시 동대문구 장안동 126-14번지 ,동대문구,장안동,87.5,87.5,,205986.3425,452913.9237
소문난식당,서울특별시 동대문구 장안동 135-19번지 1층 ,동대문구,장안동,23.1,23.1,222171839,206080.749,452648.1068
둥지식당,서울특별시 동대문구 장안동 135-22번지 ,동대문구,장안동,26.4,26.4,222471717,206076.0769,452638.0828
멕시칸마베큐치킨,서울특별시 동대문구 장안동 139-29번지 (한천로136) ,동대문구,장안동,28.95,28.95,202482386,205903.1864,452628.4932
또바기치킨호프,서울특별시 동대문구 장안동 140-3번지 (지상1층) ,동대문구,장안동,40,40,22151555,205929.0125,452322.981
샘물호프,서울특별시 동대문구 장안동 140-7번지 ,동대문구,장안동,24,24,,205987.3519,452602.1077
마루호포,서울특별시 동대문구 장안동 141-24번지 (답십리길241) ,동대문구,장안동,27.65,27.65,222142542,205930.0482,452595.3955
새승통닭,서울특별시 동대문구 장안동 143-47번지 (장안벌길10) ,동대문구,장안동,26.4,26.4,222129986,206013.6078,452498.437
비에이치씨(BHC),서울특별시 동대문구 장안동 145-2번지 1층 ,동대문구,장안동,33,33,,205912.7027,452466.5365
원광,서울특별시 동대문구 장안동 146-18번지 ,동대문구,장안동,146.25,146.25,,205867.4162,452543.3219
투다리,서울특별시 동대문구 장안동 162-4번지 ,동대문구,장안동,29.75,29.75,222469575,205783.6302,452344.9962
디오니스,서울특별시 동대문구 장안동 162-9번지 (한천로106) ,동대문구,장안동,28.87,28.87,222131306,205760.3589,452336.2414
통닭가장안점,서울특별시 동대문구 장안동 166-22번지 1층106호 ,동대문구,장안동,33,33,222122206,205857.4642,452169.2516
늘봄,서울특별시 동대문구 장안동 186-50번지 (장안복지길11) ,동대문구,장안동,38.9,38.9,,205735.866,452154.5474
멕시카나(답십리장안점),서울특별시 동대문구 장안동 188-17번지 1층 ,동대문구,장안동,19.8,19.8,,205658.7591,452158.6351
오케이(OK),서울특별시 동대문구 장안동 188-1번지 1층 ,동대문구,장안동,24,24,,205684.2314,452167.6136
꼴통,서울특별시 동대문구 장안동 189-12번지 1층 ,동대문구,장안동,20,20,,205721.0853,452144.0082
오서방호프,서울특별시 동대문구 장안동 189-20번지 (장안복지길10) ,동대문구,장안동,16,16,22471740,205708.7002,452152.2625
후라이드참잘하는집,서울특별시 동대문구 장안동 192-15번지 ,동대문구,장안동,25,25,233944633,205563.194,451878.7347
명가옛날통닭,서울특별시 동대문구 장안동 285-3번지 ,동대문구,장안동,82.3,82.3,,206243.5305,453270.0747
와와닭발,서울특별시 동대문구 장안동 285-4번지 ,동대문구,장안동,59.8,59.8,222432519,206268.3883,453280.6138
장안동쌩맥주,서울특별시 동대문구 장안동 285-4번지 4층 ,동대문구,장안동,66,66,,206268.3883,453280.6138
사바사바치킨호프장안동점,서울특별시 동대문구 장안동 286-10번지 (장안안길102) ,동대문구,장안동,29.9,29.9,222430911,206211.7618,453195.9242
"굽네치킨 장안 2,4동",서울특별시 동대문구 장안동 288-28번지 ,동대문구,장안동,39.67,39.67,02  22479393,206182.5267,453011.0422
옹달샘호프,서울특별시 동대문구 장안동 289-12번지 (장안안길68) ,동대문구,장안동,16.46,16.46,222474366,206181.7513,452971.0341
세시봉,서울특별시 동대문구 장안동 289-4번지 지상1층 ,동대문구,장안동,36,36,,206195.871,452889.3281
막장노가리,서울특별시 동대문구 장안동 295-5번지 ,동대문구,장안동,73.24,73.24,,206221.202,452572.7071
두리두리호프,서울특별시 동대문구 장안동 295-9번지 (답십리길271-1) ,동대문구,장안동,26.4,26.4,,206227.6504,452595.6954
최군심야주객,서울특별시 동대문구 장안동 305-1번지 ,동대문구,장안동,55,55,,206330.8067,452846.5153
비어캐빈,서울특별시 동대문구 장안동 306-3번지 (지상1층) (장한로 147) ,동대문구,장안동,66,66,222496607,206320.0163,452661.4566
레이디,서울특별시 동대문구 장안동 308-4번지 (지하1층) ,동대문구,장안동,168.54,168.54,,206417.0887,452557.499
그린호프,서울특별시 동대문구 장안동 313-6번지 (장한로194) ,동대문구,장안동,36.98,36.98,202421023,206398.9605,453129.7201
가각고,서울특별시 동대문구 장안동 313-7번지 ,동대문구,장안동,75.18,75.18,222126630,206427.6682,453129.5233
플랜트랩,서울특별시 동대문구 장안동 321-14번지 ,동대문구,장안동,14,14,,206445.2433,452957.1573
꼬꼬리그,서울특별시 동대문구 장안동 324-1번지 ,동대문구,장안동,35.62,35.62,,206513.4903,452797.2602
아로하치킨,서울특별시 동대문구 장안동 324-1번지 (벚꽃8길52) ,동대문구,장안동,38.61,38.61,233944882,206513.4903,452797.2602
엠케이치킨호프,서울특별시 동대문구 장안동 324-1번지 웰빙상가 110호,동대문구,장안동,30,30,,206513.4903,452797.2602
땡큐맘치킨(장안래미안점),서울특별시 동대문구 장안동 324-1번지 웰빙프라자 103호,동대문구,장안동,62.63,62.63,233946392,206513.4903,452797.2602
치킨매니아,서울특별시 동대문구 장안동 329-2번지 ,동대문구,장안동,40.96,40.96,222429949,206737.2841,453014.5477
노가리비어,서울특별시 동대문구 장안동 330-1번지 ,동대문구,장안동,115.89,115.89,,206449.0731,452576.3449
오부장치킨장안동점,서울특별시 동대문구 장안동 330-5번지 ,동대문구,장안동,60,60,,206515.2117,452584.4514
용구(9)비어,서울특별시 동대문구 장안동 331-10번지 ,동대문구,장안동,66,66,,206605.1571,452570.4874
골드라이브,서울특별시 동대문구 장안동 331-3번지 ,동대문구,장안동,166,166,,206575.4843,452541.1968
강정House,서울특별시 동대문구 장안동 331-3번지 1층 ,동대문구,장안동,26.27,26.27,222477747,206575.4843,452541.1968
60계치킨장안점,서울특별시 동대문구 장안동 331-4번지 ,동대문구,장안동,33,33,,206608.2827,452537.2019
꾼누룽지통닭,서울특별시 동대문구 장안동 332-1번지 1층 ,동대문구,장안동,60,60,,206673.0153,452570.6508
호치킨,서울특별시 동대문구 장안동 334-7번지 ,동대문구,장안동,90,90,,206589.8307,452455.1434
칸,서울특별시 동대문구 장안동 335-10번지 ,동대문구,장안동,49.3,49.3,202158531,206442.5049,452479.6648
장안껍데기,서울특별시 동대문구 장안동 335-10번지 (장평11길 13) ,동대문구,장안동,79.56,79.56,222447898,206442.5049,452479.6648
깜닭치킨(본점),서울특별시 동대문구 장안동 336번지 ,동대문구,장안동,80,80,222438892,206745.4202,452413.2792
맛닭꼬장안점,서울특별시 동대문구 장안동 337-20번지 1층 ,동대문구,장안동,36,36,233948792,206535.0807,452396.5488
한강치킨,서울특별시 동대문구 장안동 338-2번지 (장평10길 30) ,동대문구,장안동,72.6,72.6,27952668,206473.6428,452265.0165
사랑채,서울특별시 동대문구 장안동 341-2번지 ,동대문구,장안동,76,76,222127316,206399.2244,452308.0391
만원의행복,서울특별시 동대문구 장안동 341-3번지 ,동대문구,장안동,30,30,222450783,206414.9795,452299.5257
하게,서울특별시 동대문구 장안동 342-6번지 2층 ,동대문구,장안동,98.56,98.56,260101028,206394.3,452332.0152
통파이브,서울특별시 동대문구 장안동 344-7번지 ,동대문구,장안동,132.2,132.2,,206379.0486,452351.5217
쪼끼쪼끼장안사거리점,서울특별시 동대문구 장안동 344-9번지 (장평10길 7) ,동대문구,장안동,115.12,115.12,031 8298567,206339.374,452367.0522
미주호프,서울특별시 동대문구 장안동 347-5번지 ,동대문구,장안동,33,33,222158700,206248.1096,452066.464
위대한 치킨동무,서울특별시 동대문구 장안동 349-18번지 ,동대문구,장안동,50,50,233945590,206377.3689,452000.3439
